日付,開催,場所,Ｒ,レース名,クラス名,重量種別,年齢限定,限定,芝・ダ,距離,コース区分,馬場状態,天気,頭数,着順,走破タイム,人気,馬名,馬体重,馬体重増減,斤量,性別,年齢,騎手,多頭出し,所属,調教師,単勝配当,馬連,馬単,３連複,３連単,脚質,種牡馬,母馬,母父馬,母父タイプ名
151227,5中8,中山,10,有馬記念G1,Ｇ１,定量,３上,国,芝,2500,A,良, 曇 ,16,２,2330,5,サウンズオブアース,502,0, 57 ,牡,4,Ｍ．デム,,(栗),藤岡健一,(9.9),6840,13780,20360,125870,中団,ネオユニヴァース,ファーストバイオリン,"Dixieland Band",ニアークティック系
151227,5中8,中山,10,有馬記念G1,Ｇ１,定量,３上,国,芝,2500,A,良, 曇 ,16,３,2331,4,キタサンブラック,526,-4, 55 ,牡,3,横山典弘,,(栗),清水久詞,(8.4),,,20360,125870,逃げ,ブラックタイド,シュガーハート,サクラバクシンオー,ナスルーラ系
151227,5中8,中山,10,有馬記念G1,Ｇ１,定量,３上,国,芝,2500,A,良, 曇 ,16,４,2331,12,マリアライト,434,+4, 55 ,牝,4,蛯名正義,,(美),久保田貴,(41.5),,,,,先行,ディープインパクト,クリソプレーズ,エルコンドルパサー,ネイティヴダンサー系
151227,5中8,中山,10,有馬記念G1,Ｇ１,定量,３上,国,芝,2500,A,良, 曇 ,16,５,2332,2,ラブリーデイ,488,+2, 57 ,牡,5,川田将雅,*,(栗),池江泰寿,(4.5),,,,,中団,キングカメハメハ,ポップコーンジャズ,ダンスインザダーク,ロイヤルチャージャー系
151227,5中8,中山,10,有馬記念G1,Ｇ１,定量,３上,国,芝,2500,A,良, 曇 ,16,６,2333,14,トーセンレーヴ,480,+2, 57 ,牡,7,ボウマン,*,(栗),池江泰寿,(86.7),,,,,後方,ディープインパクト,ビワハイジ,Caerleon,ニアークティック系
151227,5中8,中山,10,有馬記念G1,Ｇ１,定量,３上,国,芝,2500,A,良, 曇 ,16,７,2333,11,アドマイヤデウス,484,+4, 57 ,牡,4,岩田康誠,,(栗),橋田満,(34.4),,,,,中団,アドマイヤドン,ロイヤルカード,サンデーサイレンス,ロイヤルチャージャー系
151227,5中8,中山,10,有馬記念G1,Ｇ１,定量,３上,国,芝,2500,A,良, 曇 ,16,８,2333,1,ゴールドシップ,508,-2, 57 ,牡,6,内田博幸,,(栗),須貝尚介,(4.1),,,,,ﾏｸﾘ,ステイゴールド,ポイントフラッグ,メジロマックイーン,トゥルビヨン系
151227,5中8,中山,10,有馬記念G1,Ｇ１,定量,３上,国,芝,2500,A,良, 曇 ,16,９,2335,10,ワンアンドオンリー,498,0, 57 ,牡,4,浜中俊,,(栗),橋口弘次,(30.4),,,,,後方,ハーツクライ,ヴァーチュ,タイキシャトル,ロイヤルチャージャー系
151227,5中8,中山,10,有馬記念G1,Ｇ１,定量,３上,国,芝,2500,A,良, 曇 ,16,10,2335,6,ルージュバック,458,+6, 53 ,牝,3,戸崎圭太,,(美),大竹正博,(10.7),,,,,中団,マンハッタンカフェ,ジンジャーパンチ,"Awesome Again",ニアークティック系
151227,5中8,中山,10,有馬記念G1,Ｇ１,定量,３上,国,芝,2500,A,良, 曇 ,16,11,2336,7,アルバート,466,0, 57 ,牡,4,アッゼニ,,(美),堀宣行,(16.1),,,,,中団,アドマイヤドン,フォルクローレ,ダンスインザダーク,ロイヤルチャージャー系
151227,5中8,中山,10,有馬記念G1,Ｇ１,定量,３上,国,芝,2500,A,良, 曇 ,16,12,2336,9,ラストインパクト,496,+2, 57 ,牡,5,菱田裕二,,(栗),松田博資,(20.6),,,,,中団,ディープインパクト,スペリオルパール,ティンバーカントリー,ネイティヴダンサー系
151227,5中8,中山,10,有馬記念G1,Ｇ１,定量,３上,国,芝,2500,A,良, 曇 ,16,13,2337,13,ヒットザターゲット,516,+2, 57 ,牡,7,小牧太,,(栗),加藤敬二,(55.4),,,,,後方,キングカメハメハ,ラティール,タマモクロス,ナスルーラ系
151227,5中8,中山,10,有馬記念G1,Ｇ１,定量,３上,国,芝,2500,A,良, 曇 ,16,14,2339,16,ダービーフィズ,462,-6, 57 ,牡,5,大野拓弥,,(美),小島太,(138.8),,,,,中団,ジャングルポケット,マンハッタンフィズ,サンデーサイレンス,ロイヤルチャージャー系
151227,5中8,中山,10,有馬記念G1,Ｇ１,定量,３上,国,芝,2500,A,良, 曇 ,16,15,2354,15,オーシャンブルー,446,+2, 57 ,牡,7,石川裕紀,*,(栗),池江泰寿,(122.8),,,,,後方,ステイゴールド,プアプー,"Dashing Blade",ナスルーラ系
151227,5中8,中山,10,有馬記念G1,Ｇ１,定量,３上,国,芝,2500,A,良, 曇 ,16,16,2355,3,リアファル,506,0, 55 ,牡,3,ルメール,,(栗),音無秀孝,(5.6),,,,,中団,ゼンノロブロイ,クリソプレーズ,エルコンドルパサー,ネイティヴダンサー系
151227,5中8,中山,9,ホープフG2,Ｇ２,馬齢,２歳,国,芝,2000,A,良, 曇 ,13,１,2018,3,ハートレー,484,0, 55 ,牡,2,ボウマン,,(美),手塚貴久,740,1220,2850,840,7790,中団,ディープインパクト,ウィキッドリーパーフェクト,Congrats,ナスルーラ系
151227,5中8,中山,9,ホープフG2,Ｇ２,馬齢,２歳,国,芝,2000,A,良, 曇 ,13,２,2020,1,ロードクエスト,452,+4, 55 ,牡,2,Ｍ．デム,,(美),小島茂之,(1.9),1220,2850,840,7790,中団,マツリダゴッホ,マツリダワルツ,チーフベアハート,ニアークティック系
151227,5中8,中山,9,ホープフG2,Ｇ２,馬齢,２歳,国,芝,2000,A,良, 曇 ,13,３,2023,2,バティスティーニ,470,+2, 55 ,牡,2,ルメール,,(栗),松田国英,(3.4),,,840,7790,中団,キングカメハメハ,バプティスタ,サンデーサイレンス,ロイヤルチャージャー系
151227,5中8,中山,9,ホープフG2,Ｇ２,馬齢,２歳,国,芝,2000,A,良, 曇 ,13,４,2024,6,ブラックスピネル,500,-4, 55 ,牡,2,松若風馬,,(栗),音無秀孝,(13.9),,,,,先行,タニノギムレット,モルガナイト,アグネスデジタル,ネイティヴダンサー系
151227,5中8,中山,9,ホープフG2,Ｇ２,馬齢,２歳,国,芝,2000,A,良, 曇 ,13,５,2025,4,アドマイヤエイカン,492,-10, 55 ,牡,2,岩田康誠,,(栗),須貝尚介,(10.5),,,,,中団,ハーツクライ,ペルヴィアンリリー,フレンチデピュティ,ニアークティック系
151227,5中8,中山,9,ホープフG2,Ｇ２,馬齢,２歳,国,芝,2000,A,良, 曇 ,13,６,2027,5,プランスシャルマン,464,+4, 55 ,牡,2,戸崎圭太,,(美),斎藤誠,(11.5),,,,,先行,ジャングルポケット,カラフルトーク,サンデーサイレンス,ロイヤルチャージャー系
151227,5中8,中山,9,ホープフG2,Ｇ２,馬齢,２歳,国,芝,2000,A,良, 曇 ,13,７,2027,7,ブレイブスマッシュ,478,+4, 55 ,牡,2,横山典弘,,(美),小笠倫弘,(29.7),,,,,後方,トーセンファントム,トーセンスマッシュ,トウカイテイオー,トゥルビヨン系
151227,5中8,中山,9,ホープフG2,Ｇ２,馬齢,２歳,国,芝,2000,A,良, 曇 ,13,８,2027,8,プレイヤーサムソン,468,+10, 55 ,牡,2,アッゼニ,,(美),大和田成,(65.1),,,,,先行,メイショウサムソン,クインズプレイヤー,トウカイテイオー,トゥルビヨン系
151227,5中8,中山,9,ホープフG2,Ｇ２,馬齢,２歳,国,芝,2000,A,良, 曇 ,13,９,2033,11,オンザロックス,470,0, 55 ,牡,2,川田将雅,,(栗),森秀行,(221.6),,,,,先行,サムライハート,ベルモントエルメス,ティンバーカントリー,ネイティヴダンサー系
151227,5中8,中山,9,ホープフG2,Ｇ２,馬齢,２歳,国,芝,2000,A,良, 曇 ,13,10,2039,12,クラウンスカイ,440,-2, 55 ,牡,2,吉田隼人,,(美),小野次郎,(294.3),,,,,後方,メイショウボーラー,アオゾラ,ムーンバラッド,ニアークティック系
151227,5中8,中山,9,ホープフG2,Ｇ２,馬齢,２歳,国,芝,2000,A,良, 曇 ,13,11,2041,9,ラブレオ,512,+28, 55 ,牡,2,三浦皇成,,(美),新開幸一,(89.0),,,,,逃げ,シンボリクリスエス,ミルクトーレル,ダンスインザダーク,ロイヤルチャージャー系
151227,5中8,中山,9,ホープフG2,Ｇ２,馬齢,２歳,国,芝,2000,A,良, 曇 ,13,12,2050,10,ネコダンサー,482,+6, 55 ,牡,2,石橋脩,,(美),堀井雅広,(165.4),,,,,中団,ブラックタイド,スイートリヴァー,パラダイスクリーク,ナスルーラ系
151227,5中8,中山,9,ホープフG2,Ｇ２,馬齢,２歳,国,芝,2000,A,良, 曇 ,13,消,----,,ディーマジェスティ,,, 55 ,牡,2,蛯名正義,,(美),二ノ宮敬,,,,,,,ディープインパクト,エルメスティアラ,ブライアンズタイム,ロイヤルチャージャー系
151227,5中8,中山,8,フェアウ1600,1600万,定量,３上,混,ダ,1800,,良, 曇 ,16,１,1532,2,キープインタッチ,512,+4, 57 ,牡,5,Ｍ．デム,,(美),古賀慎明,470,900,1800,2700,11190,中団,トワイニング,フェミニンタッチ,サンデーサイレンス,ロイヤルチャージャー系
151227,5中8,中山,8,フェアウ1600,1600万,定量,３上,混,ダ,1800,,良, 曇 ,16,２,1532,1,リッカルド,500,0, 57 ,セ,4,大野拓弥,,(美),黒岩陽一,(3.4),900,1800,2700,11190,先行,フサイチリシャール,キョウエイハツラツ,オペラハウス,ニアークティック系
151227,5中8,中山,8,フェアウ1600,1600万,定量,３上,混,ダ,1800,,良, 曇 ,16,３,1536,6,ハギノタイクーン,534,-2, 57 ,牡,6,川田将雅,,(栗),松田国英,(13.7),,,2700,11190,先行,キングカメハメハ,リアルナンバー,"Rainbow Corner",ナスルーラ系
151227,5中8,中山,8,フェアウ1600,1600万,定量,３上,混,ダ,1800,,良, 曇 ,16,４,1537,4,クロスボウ,516,+6, 57 ,牡,5,吉田豊,*,(美),国枝栄,(8.1),,,,,後方,ゴールドアリュール,マンティスハント,"Deputy Minister",ニアークティック系
151227,5中8,中山,8,フェアウ1600,1600万,定量,３上,混,ダ,1800,,良, 曇 ,16,５,1537,5,ニットウビクトリー,494,+2, 57 ,牡,6,柴田善臣,,(美),高橋文雅,(8.9),,,,,後方,ヘクタープロテクター,エイシンサーメット,エイシンサンディ,ロイヤルチャージャー系
151227,5中8,中山,8,フェアウ1600,1600万,定量,３上,混,ダ,1800,,良, 曇 ,16,６,1538,3,エルマンボ,536,0, 57 ,牡,5,アッゼニ,,(美),堀宣行,(6.0),,,,,中団,ウォーエンブレム,ティエッチマンボ,Kingmambo,ネイティヴダンサー系
151227,5中8,中山,8,フェアウ1600,1600万,定量,３上,混,ダ,1800,,良, 曇 ,16,７,1542,14,コアレスキング,556,+12, 57 ,牡,5,勝浦正樹,,(美),尾形充弘,(84.0),,,,,中団,キングカメハメハ,コアレスサンデー,ジェニュイン,ロイヤルチャージャー系
151227,5中8,中山,8,フェアウ1600,1600万,定量,３上,混,ダ,1800,,良, 曇 ,16,８,1548,13,リアライズブラザー,490,+6, 57 ,牡,5,内田博幸,,(栗),森秀行,(66.5),,,,,中団,アルデバラン2,ジョウノカトリーヌ,サンデーサイレンス,ロイヤルチャージャー系
151227,5中8,中山,8,フェアウ1600,1600万,定量,３上,混,ダ,1800,,良, 曇 ,16,９,1549,11,バーディーイーグル,502,+8, 57 ,牡,5,蛯名正義,*,(美),国枝栄,(48.1),,,,,先行,ブライアンズタイム,ホームスイートホーム,"Seeking the Gold",ネイティヴダンサー系
151227,5中8,中山,8,フェアウ1600,1600万,定量,３上,混,ダ,1800,,良, 曇 ,16,10,1550,9,ティアップレーヴ,488,+2, 55 ,牝,5,江田照男,,(美),高木登,(30.4),,,,,中団,クロフネ,アドマイヤバレー,サンデーサイレンス,ロイヤルチャージャー系
151227,5中8,中山,8,フェアウ1600,1600万,定量,３上,混,ダ,1800,,良, 曇 ,16,11,1550,16,トウショウギフト,554,+10, 57 ,牡,6,岩部純二,,(美),萱野浩二,(140.7),,,,,後方,カリズマティック,ウイッチトウショウ,ジェイドロバリー,ネイティヴダンサー系
151227,5中8,中山,8,フェアウ1600,1600万,定量,３上,混,ダ,1800,,良, 曇 ,16,12,1552,7,センチュリオン,506,-4, 56 ,牡,3,ルメール,,(美),田村康仁,(14.4),,,,,後方,キングカメハメハ,ハンドレッドスコア,ホワイトマズル,ニアークティック系
151227,5中8,中山,8,フェアウ1600,1600万,定量,３上,混,ダ,1800,,良, 曇 ,16,13,1553,8,ダノングッド,494,-2, 56 ,牡,3,松若風馬,,(栗),村山明,(15.8),,,,,逃げ,"Elusive Quality",マイグッドネス,"Storm Cat",ニアークティック系
151227,5中8,中山,8,フェアウ1600,1600万,定量,３上,混,ダ,1800,,良, 曇 ,16,14,1561,15,セイカアヴァンサ,456,+2, 56 ,牡,3,柴山雄一,,(美),相沢郁,(92.8),,,,,後方,タイムパラドックス,セイカカロブ,"Sadler's Wells",ニアークティック系
151227,5中8,中山,8,フェアウ1600,1600万,定量,３上,混,ダ,1800,,良, 曇 ,16,15,1561,12,アテンファースト,476,-4, 57 ,牡,5,ボウマン,,(栗),田中章博,(56.2),,,,,中団,オレハマッテルゼ,ニューフェアリー,フレンチデピュティ,ニアークティック系
151227,5中8,中山,8,フェアウ1600,1600万,定量,３上,混,ダ,1800,,良, 曇 ,16,止,----,10,ドラゴンフォルテ,492,+8, 57 ,牡,6,岩田康誠,,(美),戸田博文,(38.1),,,,,,ディープインパクト,ヴィフォルテ,デヒア,ニアークティック系
151227,5中8,中山,7,グッドＨ1000,1000万,ハンデ,３上,混,芝,2500,A,良, 曇 ,16,１,2357,11,プロレタリアト,436,+2, 52 ,牝,4,杉原誠人,*,(美),小島茂之,2800,8950,22460,35330,314380,中団,ハーツクライ,アガルタ,キングカメハメハ,ネイティヴダンサー系
151227,5中8,中山,7,グッドＨ1000,1000万,ハンデ,３上,混,芝,2500,A,良, 曇 ,16,２,2359,2,ディスキーダンス,464,+2, 57 ,牡,4,戸崎圭太,,(美),手塚貴久,(4.9),8950,22460,35330,314380,後方,ステイゴールド,ダンスフォーママ,エリシオ,ニアークティック系
151227,5中8,中山,7,グッドＨ1000,1000万,ハンデ,３上,混,芝,2500,A,良, 曇 ,16,３,2359,8,ジューヴルエール,474,0, 55 ,牡,5,菱田裕二,,(栗),池添学,(15.4),,,35330,314380,中団,ディープインパクト,マチカネタマカズラ,Kingmambo,ネイティヴダンサー系
151227,5中8,中山,7,グッドＨ1000,1000万,ハンデ,３上,混,芝,2500,A,良, 曇 ,16,４,2360,3,レイズアスピリット,476,+4, 57 ,牡,4,丸山元気,,(美),上原博之,(6.8),,,,,中団,キングヘイロー,ミラクルレイザー,エルコンドルパサー,ネイティヴダンサー系
151227,5中8,中山,7,グッドＨ1000,1000万,ハンデ,３上,混,芝,2500,A,良, 曇 ,16,５,2360,6,ドラゴンズタイム,438,+8, 56 ,牡,4,吉田豊,,(美),高橋文雅,(11.7),,,,,後方,ブライアンズタイム,ジョウノオーロラ,サンデーサイレンス,ロイヤルチャージャー系
151227,5中8,中山,7,グッドＨ1000,1000万,ハンデ,３上,混,芝,2500,A,良, 曇 ,16,６,2361,4,タケルラムセス,466,0, 54 ,牡,3,勝浦正樹,,(美),田村康仁,(7.2),,,,,中団,キングカメハメハ,ヒシピナクル,Theatrical,ニアークティック系
151227,5中8,中山,7,グッドＨ1000,1000万,ハンデ,３上,混,芝,2500,A,良, 曇 ,16,７,2362,10,ジャッカスバーク,530,+4, 56 ,牡,4,ボウマン,,(美),古賀慎明,(25.7),,,,,中団,シンボリクリスエス,ウェスタリーズ,フジキセキ,ロイヤルチャージャー系
151227,5中8,中山,7,グッドＨ1000,1000万,ハンデ,３上,混,芝,2500,A,良, 曇 ,16,８,2363,1,ウイングチップ,502,+10, 55 ,牡,3,田中勝春,,(美),宗像義忠,(4.2),,,,,先行,シンボリクリスエス,ウイングレット,タイキシャトル,ロイヤルチャージャー系
151227,5中8,中山,7,グッドＨ1000,1000万,ハンデ,３上,混,芝,2500,A,良, 曇 ,16,９,2363,12,ゼットスマイル,504,+4, 53 ,牡,3,津村明秀,,(栗),宮徹,(31.8),,,,,先行,ハービンジャー,ゼットフウリン,ジャングルポケット,ナスルーラ系
151227,5中8,中山,7,グッドＨ1000,1000万,ハンデ,３上,混,芝,2500,A,良, 曇 ,16,10,2365,7,ゴールドメイン,460,+10, 54 ,牡,5,蛯名正義,,(美),田中清隆,(13.7),,,,,中団,ファンタスティックライト,レディベローナ,サンデーサイレンス,ロイヤルチャージャー系
151227,5中8,中山,7,グッドＨ1000,1000万,ハンデ,３上,混,芝,2500,A,良, 曇 ,16,11,2365,15,パリソワール,444,+8, 53 ,牡,6,松若風馬,*,(美),小島茂之,(143.6),,,,,後方,タニノギムレット,アサクサコンソメ,ダンスインザダーク,ロイヤルチャージャー系
151227,5中8,中山,7,グッドＨ1000,1000万,ハンデ,３上,混,芝,2500,A,良, 曇 ,16,12,2371,9,プレイヤーハウス,460,+10, 53 ,牡,3,浜中俊,,(美),大和田成,(18.4),,,,,中団,オペラハウス,クインズプレイヤー,トウカイテイオー,トゥルビヨン系
151227,5中8,中山,7,グッドＨ1000,1000万,ハンデ,３上,混,芝,2500,A,良, 曇 ,16,13,2371,13,ギブアンドテイク,506,+18, 54 ,牡,4,柴田善臣,,(美),二ノ宮敬,(64.9),,,,,先行,ステイゴールド,レッドダイヤモンド,エルハーブ,ニアークティック系
151227,5中8,中山,7,グッドＨ1000,1000万,ハンデ,３上,混,芝,2500,A,良, 曇 ,16,14,2371,5,セセリ,508,0, 56 ,牡,4,川田将雅,,(栗),森秀行,(9.0),,,,,逃げ,Curlin,"Mine Inning",Mining,ネイティヴダンサー系
151227,5中8,中山,7,グッドＨ1000,1000万,ハンデ,３上,混,芝,2500,A,良, 曇 ,16,15,2372,16,オリジナルスマイル,526,+12, 55 ,セ,5,大野拓弥,,(美),和田正道,(152.3),,,,,後方,メイショウサムソン,エミーズスマイル,アグネスタキオン,ロイヤルチャージャー系
151227,5中8,中山,7,グッドＨ1000,1000万,ハンデ,３上,混,芝,2500,A,良, 曇 ,16,16,2372,14,マイネルシュライ,504,+8, 53 ,牡,7,柴田大知,,(美),畠山吉宏,(139.7),,,,,先行,ハーツクライ,オーピーキャット,"Storm Cat",ニアークティック系
151227,5中8,中山,6,1000万下,1000万,定量,３上,混,ダ,1200,,良, 晴 ,16,１,1118,1,キャプテンシップ,516,+8, 56 ,牡,3,戸崎圭太,,(栗),森秀行,200,1300,1680,7440,19950,逃げ,ノボジャック,ゴッドエンジェル,ラムタラ,ニアークティック系
151227,5中8,中山,6,1000万下,1000万,定量,３上,混,ダ,1200,,良, 晴 ,16,２,1118,6,キープレイヤー,514,+4, 55 ,牝,4,嶋田純次,,(美),手塚貴久,(15.5),1300,1680,7440,19950,先行,メイショウボーラー,ニイガッタメール,シンボリクリスエス,ロイヤルチャージャー系
151227,5中8,中山,6,1000万下,1000万,定量,３上,混,ダ,1200,,良, 晴 ,16,３,1119,8,シゲルハダカマツリ,544,+4, 56 ,牡,3,吉田隼人,,(美),伊藤圭三,(22.3),,,7440,19950,中団,スタチューオブリバティ,アメイジング,アフリート,ネイティヴダンサー系
151227,5中8,中山,6,1000万下,1000万,定量,３上,混,ダ,1200,,良, 晴 ,16,４,1120,2,マイネルエスパス,506,+4, 56 ,牡,3,柴田大知,,(美),菊川正達,(7.9),,,,,先行,マイネルラヴ,タイニープラネット,ネオユニヴァース,ロイヤルチャージャー系
151227,5中8,中山,6,1000万下,1000万,定量,３上,混,ダ,1200,,良, 晴 ,16,５,1121,9,ラミアカーサ,438,+4,51▲,牝,3,井上敏樹,,(美),小島茂之,(27.1),,,,,後方,ゴールドアリュール,ファミッリア,"Holy Bull",その他のエクリプス系
151227,5中8,中山,6,1000万下,1000万,定量,３上,混,ダ,1200,,良, 晴 ,16,６,1121,7,タニセンジャッキー,482,+2, 57 ,牡,6,吉田豊,,(美),堀井雅広,(20.0),,,,,中団,ファスリエフ,コイセヨオトメ,フジキセキ,ロイヤルチャージャー系
151227,5中8,中山,6,1000万下,1000万,定量,３上,混,ダ,1200,,良, 晴 ,16,７,1122,4,メランコリア,476,+10, 54 ,牝,3,西村太一,,(美),蛯名利弘,(10.0),,,,,中団,プリサイスエンド,フレンチポップス,フレンチデピュティ,ニアークティック系
151227,5中8,中山,6,1000万下,1000万,定量,３上,混,ダ,1200,,良, 晴 ,16,８,1123,3,トキノセレブ,486,+2, 55 ,牝,4,平野優,,(美),竹内正洋,(8.6),,,,,先行,ワイルドラッシュ,エリモセレブ,ダンスインザダーク,ロイヤルチャージャー系
151227,5中8,中山,6,1000万下,1000万,定量,３上,混,ダ,1200,,良, 晴 ,16,９,1123,13,リッシンロケット,468,-6,54▲,牡,5,木幡初也,,(栗),作田誠二,(60.6),,,,,後方,アドマイヤコジーン,レモンリーフ,リンドシェーバー,ネイティヴダンサー系
151227,5中8,中山,6,1000万下,1000万,定量,３上,混,ダ,1200,,良, 晴 ,16,10,1124,14,サンクタリリアス,472,0, 54 ,牝,3,津村明秀,,(美),田中清隆,(91.4),,,,,中団,スウェプトオーヴァーボード,シルクアンフィニ,ブライアンズタイム,ロイヤルチャージャー系
151227,5中8,中山,6,1000万下,1000万,定量,３上,混,ダ,1200,,良, 晴 ,16,11,1124,15,フランチャイズ,518,-2, 57 ,牡,6,勝浦正樹,,(美),小西一男,(138.4),,,,,後方,タイキシャトル,ブレスマイソウル,タマモクロス,ナスルーラ系
151227,5中8,中山,6,1000万下,1000万,定量,３上,混,ダ,1200,,良, 晴 ,16,12,1124,5,ロトラトゥール,498,-2, 55 ,牝,4,横山和生,,(美),藤原辰雄,(10.2),,,,,中団,ゴールドアリュール,エスワンスペクター,シャンハイ,ネイティヴダンサー系
151227,5中8,中山,6,1000万下,1000万,定量,３上,混,ダ,1200,,良, 晴 ,16,13,1125,10,レディー,436,-4, 55 ,牝,5,岩田康誠,,(栗),浅見秀一,(32.1),,,,,中団,ゴールドヘイロー,イブキピンクレディ,ノーザンテースト,ニアークティック系
151227,5中8,中山,6,1000万下,1000万,定量,３上,混,ダ,1200,,良, 晴 ,16,14,1133,16,ハワイアンシュガー,458,+6, 57 ,牡,7,岩部純二,,(美),萱野浩二,(199.3),,,,,後方,キングカメハメハ,フラッシュメモリー,Dayjur,ニアークティック系
